road_id,lane_seq,lon,lat,utmX,utmY
1,2,121.20248047561442,31.292653807890538,900130.1311358102,3469666.4858272807
1,2,121.20247430769366,31.292660647943364,900129.5144131283,3469667.222424457
1,2,121.20246819400803,31.292667523808273,900128.9027070302,3469667.9631929197
1,2,121.20246213483959,31.29267443516814,900128.2960457279,3469668.708098505
1,2,121.20245642874255,31.29268099000116,900127.7245393451,3469669.414725007
1,2,121.20245056908152,31.292687708302957,900127.1377072956,3469670.138932895
1,2,121.20244469499197,31.2926944173072,900126.5495397795,3469670.8620565995
1,2,121.20243880649396,31.292701116991047,900125.9600388,3469671.5840936583
1,2,121.20243290360746,31.292707807331706,900125.3692063646,3469672.305041612
1,2,121.20242698635262,31.29271448830635,900124.7770444854,3469673.024898006
1,2,121.20242105474956,31.292721159892263,900124.1835551793,3469673.743660389
1,2,121.20241510881853,31.2927278220667,900123.5887404671,3469674.4613263123
1,2,121.20240914857972,31.29273447480697,900122.9926023748,3469675.1778933317
1,2,121.20240630357452,31.292737644308424,900122.7080730124,3469675.5192607846
1,2,121.20239990162874,31.29274477644785,900122.0678136029,3469676.2874195497
1,2,121.20239349968205,31.292751908587025,900121.4275541933,3469677.0555783147
1,2,121.20238709773439,31.292759040725965,900120.7872947837,3469677.8237370797
1,2,121.20238069578582,31.292766172864678,900120.1470353742,3469678.5918958453
1,2,121.20237429383627,31.29277330500313,900119.5067759646,3469679.3600546103
1,2,121.20236789188579,31.292780437141356,900118.8665165551,3469680.1282133753
1,2,121.20236148993439,31.29278756927933,900118.2262571455,3469680.8963721404
1,2,121.20227802018051,31.29273231891733,900110.5062615558,3469674.4617650746
1,2,121.20228442213549,31.29272518678325,900111.1465209654,3469673.693606309
1,2,121.20229082408954,31.292718054648947,900111.7867803749,3469672.925447544
1,2,121.20229722604262,31.29271092251438,900112.4270397845,3469672.157288779
1,2,121.20230362799478,31.2927037903796,900113.067299194,3469671.389130014
1,2,121.202310029946,31.292696658244548,900113.7075586036,3469670.620971249
1,2,121.20231643189626,31.292689526109267,900114.3478180132,3469669.8528124834
1,2,121.2023228338456,31.292682393973756,900114.9880774227,3469669.0846537184
1,2,121.2023256788524,31.292679224474035,900115.272606785,3469668.743286266
1,2,121.2023315205033,31.292672704107233,900115.8568834879,3469668.040976816
1,2,121.20233734813115,31.29266617449397,900116.4398631419,3469667.3375903275
1,2,121.20234316171614,31.292659635656506,900117.0215437617,3469666.6331291962
1,2,121.20234896123841,31.292653087617083,900117.6019233662,3469665.9275958207
1,2,121.20235474667828,31.292646530398006,900118.180999979,3469665.2209926043
1,2,121.20236051801601,31.292639964021628,900118.758771628,3469664.513321953
1,2,121.20236627523198,31.2926333885103,900119.3352363457,3469663.804586277
1,2,121.20237201830655,31.292626803886424,900119.9103921684,3469663.0947879897
1,2,121.20237772440706,31.292620249056895,900120.4818985512,3469662.388161488
1,2,121.2023842140506,31.29261284668621,900121.1316598614,3469661.590334385
1,2,121.20239076208429,31.292605482332252,900121.7868243731,3469660.796938325
1,2,121.20239736820614,31.292598156334662,900122.4473618696,3469660.008009899
